MATCH	47.0	Voltas 1.5T WAC 182 FS Pearl	Voltas Window Air Conditioner, 1.5 Ton, 2 Star - 182FS Pearl	MRP 42990 / 31000	4011572	1200x1200	voltas-window-air-conditioner-1-5-ton-2-star-182fs-pearl	capacity-ton=1.5, family=182fs, name=pearl	18.0	[{"handle":"voltas-window-air-conditioner-1-5-ton-2-star-182fs-pearl","title":"Voltas Window Air Conditioner, 1.5 Ton, 2 Star - 182FS Pearl","score":47,"reasons":["capacity-ton=1.5","family=182fs","name=pearl"]},{"handle":"voltas-window-air-conditioner-1-5-ton-3-star-183inv-pearl","title":"Voltas Window Air Conditioner, 1.5 Ton, 3 Star - 183INV Pearl","score":29,"reasons":["capacity-ton=1.5","name=pearl"]},{"handle":"voltas-window-air-conditioner-1-5-ton-2-star-182fs-elite","title":"Voltas Window Air Conditioner, 1.5 Ton, 2 Star - 182FS Elite","score":27,"reasons":["capacity-ton=1.5","family=182fs"]}]
WEAK	21.0	Voltas Water Heater Magna Pro 105SPBWT	Voltas Magna PRO 5 Star Water Heater - 10L (2000 W)	MRP 17590 / 8250	4610039	1500x1500	voltas-magna-pro-5-star-water-heater-10l-2000-w	name=magna	0.0	[{"handle":"voltas-magna-pro-5-star-water-heater-10l-2000-w","title":"Voltas Magna PRO 5 Star Water Heater - 10L (2000 W)","score":21,"reasons":["name=magna"]},{"handle":"voltas-magna-pro-5-star-water-heater-15l-2000-w","title":"Voltas Magna PRO 5 Star Water Heater - 15L (2000 W)","score":21,"reasons":["name=magna"]},{"handle":"voltas-magna-pro-5-star-water-heater-25-l-2000-w","title":"Voltas Magna PRO 5 Star Water Heater - 25 L (2000 W)","score":21,"reasons":["name=magna"]}]
WEAK	21.0	VOLTAS AIR COOLER MAGIC AIR 110	Voltas Desert Air Cooler MAGIC AIR 110	MRP 20490 / 13890	4810489	2500x2500	voltas-desert-air-cooler-magic-air-110	name=magic	0.0	[{"handle":"voltas-desert-air-cooler-magic-air-110","title":"Voltas Desert Air Cooler MAGIC AIR 110","score":21,"reasons":["name=magic"]},{"handle":"voltas-desert-air-cooler-magic-air-85","title":"Voltas Desert Air Cooler MAGIC AIR 85","score":21,"reasons":["name=magic"]},{"handle":"4810229-voltas-air-cooler-mega-70","title":"Desert Air Cooler Mega 70","score":1,"reasons":[]}]
WEAK	28.0	Voltas SAC 183INV Vectra Elan	Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vectra Zenith Silver	MRP 60990 / 35000	4504054	1200x1200	voltas-split-air-conditioner-1-5-ton-3-star-183inv-vectra-zenith-silver	family=183inv, name=vectra	0.0	[{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vectra-zenith-silver","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vectra Zenith Silver","score":28,"reasons":["family=183inv","name=vectra"]},{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vectra-zen-silver","title":"Voltas Split Air Conditioner, 1.5 Ton,3 Star - 183INV Vectra Zen Silver","score":28,"reasons":["family=183inv","name=vectra"]},{"handle":"voltas-split-air-conditioner-1-ton-3-star-123inv-vectra-elegant","title":"Voltas Split Air Conditioner, 1 Ton, 3 Star - 123INV Vectra Elegant","score":10,"reasons":["name=vectra"]}]
MATCH	56.0	Voltas 1.5T SAC 185 INV Vectra Elegant	Voltas Split Air Conditioner, 1.5 Ton, 5 Star - 185INV Vectra Elegant	MRP 73990 / 46000	4504083	1200x1200	voltas-split-air-conditioner-1-5-ton-5-star-185inv-vectra-elegant	capacity-ton=1.5, family=185inv, name=vectra+elegant	20.0	[{"handle":"voltas-split-air-conditioner-1-5-ton-5-star-185inv-vectra-elegant","title":"Voltas Split Air Conditioner, 1.5 Ton, 5 Star - 185INV Vectra Elegant","score":56,"reasons":["capacity-ton=1.5","family=185inv","name=vectra+elegant"]},{"handle":"voltas-split-inverter-air-conditioner-1-5-ton-5-star-185inv-vectra-emerald","title":"Voltas Split Inverter Air Conditioner, 1.5 Ton, 5 Star - 185INV Vectra Emerald","score":36,"reasons":["capacity-ton=1.5","family=185inv","name=vectra"]},{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vectra-zenith-silver","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vectra Zenith Silver","score":18,"reasons":["capacity-ton=1.5","name=vectra"]}]
WEAK	21.0	VOLTAS WATER HEATER CRYSTA 155SPBWT	Voltas Crysta 5 Star Water Heater - 15L (2000 W)	MRP 17690 / 9350	4610024	1500x1500	voltas-crysta-5-star-water-heater-15l-2000-w	name=crysta	0.0	[{"handle":"voltas-crysta-5-star-water-heater-15l-2000-w","title":"Voltas Crysta 5 Star Water Heater - 15L (2000 W)","score":21,"reasons":["name=crysta"]},{"handle":"voltas-crysta-5-star-water-heater-25l-2000-w","title":"Voltas Crysta 5 Star Water Heater - 25L (2000 W)","score":21,"reasons":["name=crysta"]},{"handle":"voltas-aqua-m-water-heater-10-l-2000-w","title":"Voltas Aqua M Water Heater - 10 L (2000 W)","score":1,"reasons":[]}]
WEAK	12.0	VOLTAS WC PS 40/80 N P R290	Voltas Water Cooler 40/80 FSS - 80 Litres	MRP 45990 / 40000	6010518	1200x1200	voltas-water-cooler-40-80-fss-80-litres	name similarity only	0.0	[{"handle":"voltas-water-cooler-40-80-fss-80-litres","title":"Voltas Water Cooler 40/80 FSS - 80 Litres","score":12,"reasons":[]},{"handle":"voltas-water-cooler-40-80-fss-80-litres-1","title":"Voltas Water Cooler 40/80 FSS - 80 Litres","score":12,"reasons":[]},{"handle":"voltas-water-cooler-isi-mark-15-40-fss-40-litres","title":"Voltas Water Cooler ISI Mark 15/40 FSS - 40 Litres","score":12,"reasons":[]}]
NONE	0	RFF270C / 2WPV100RNBD						no discriminating evidence	0	[]
NONE	0	RDC 220V / 5W0BBE0M000UGD (5STAR)						no discriminating evidence	0	[]
NONE	0	VOLTAS CRYSTA 155 SPBGL						no discriminating evidence	0	[]
WEAK	12.0	VOLTAS WC FS 40/80 N P R290	Voltas Water Cooler 40/80 FSS - 80 Litres	MRP 45990 / 40000	6010518	1200x1200	voltas-water-cooler-40-80-fss-80-litres	name similarity only	0.0	[{"handle":"voltas-water-cooler-40-80-fss-80-litres","title":"Voltas Water Cooler 40/80 FSS - 80 Litres","score":12,"reasons":[]},{"handle":"voltas-water-cooler-40-80-fss-80-litres-1","title":"Voltas Water Cooler 40/80 FSS - 80 Litres","score":12,"reasons":[]},{"handle":"voltas-water-cooler-isi-mark-15-40-fss-40-litres","title":"Voltas Water Cooler ISI Mark 15/40 FSS - 40 Litres","score":12,"reasons":[]}]
NONE	0	RDC265B / 3W0DBE0M000UGD (3STAR)						no discriminating evidence	0	[]
MATCH	99.0	VOLTAS AIR COOLER GRAND 92	Voltas Desert Air Cooler Grand 92	MRP 19890 / 13490	4810333	1200x1200	voltas-desert-air-cooler-grand-92	model=grand92, name=grand	98.0	[{"handle":"voltas-desert-air-cooler-grand-92","title":"Voltas Desert Air Cooler Grand 92","score":99,"reasons":["model=grand92","name=grand"]},{"handle":"4810229-voltas-air-cooler-mega-70","title":"Desert Air Cooler Mega 70","score":1,"reasons":[]},{"handle":"4810216-voltas-air-cooler-alfa-28","title":"Personal Air Cooler Alfa 28","score":1,"reasons":[]}]
NONE	0	Voltas Air Cooler Windsor 85						no discriminating evidence	0	[]
NONE	0	MIST Electric Motor - 28MM RPM 1350						type unsupported != washing-machine	0	[]
MATCH	65.0	Voltas 1.5T SAC 183 INV Vertis AI Zest Gold	Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis AI Zest Gold	MRP 66990 / 38000	4504075	1200x1200	voltas-split-air-conditioner-1-5-ton-3-star-183inv-vertis-ai-zest-gold	capacity-ton=1.5, family=183inv, name=vertis+zest+gold	18.0	[{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vertis-ai-zest-gold","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis AI Zest Gold","score":65,"reasons":["capacity-ton=1.5","family=183inv","name=vertis+zest+gold"]},{"handle":"voltas-split-air-conditioner-1-5-ton-5-star-185inv-vertis-ai-zest-gold","title":"Voltas Split Air Conditioner, 1.5 Ton, 5 Star - 185INV Vertis AI Zest Gold","score":47,"reasons":["capacity-ton=1.5","name=vertis+zest+gold"]},{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vertis-zen-gold","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis Zen Gold","score":45,"reasons":["capacity-ton=1.5","family=183inv","name=vertis+gold"]}]
WEAK	21.0	VOLTAS AIR COOLER MAGIC AIR 85	Voltas Desert Air Cooler MAGIC AIR 110	MRP 20490 / 13890	4810489	2500x2500	voltas-desert-air-cooler-magic-air-110	name=magic	0.0	[{"handle":"voltas-desert-air-cooler-magic-air-110","title":"Voltas Desert Air Cooler MAGIC AIR 110","score":21,"reasons":["name=magic"]},{"handle":"voltas-desert-air-cooler-magic-air-85","title":"Voltas Desert Air Cooler MAGIC AIR 85","score":21,"reasons":["name=magic"]},{"handle":"4810229-voltas-air-cooler-mega-70","title":"Desert Air Cooler Mega 70","score":1,"reasons":[]}]
MATCH	99.0	Voltas Air Cooler Windsor 65	Room Air Cooler Windsor 65	MRP 16990 / 13405	4810335	1080x1081	4810193-voltas-air-cooler-windsor-65	model=windsor65, name=windsor	98.0	[{"handle":"4810193-voltas-air-cooler-windsor-65","title":"Room Air Cooler Windsor 65","score":99,"reasons":["model=windsor65","name=windsor"]},{"handle":"4810229-voltas-air-cooler-mega-70","title":"Desert Air Cooler Mega 70","score":1,"reasons":[]},{"handle":"4810216-voltas-air-cooler-alfa-28","title":"Personal Air Cooler Alfa 28","score":1,"reasons":[]}]
NONE	0	VOLTAS CVF 320 DB3-P-GE						no discriminating evidence	0	[]
NONE	0	SPARE PARTS						type unsupported != service	0	[]
NONE	0	AIR COOLER ICEBERG GLASSTOP 100						no discriminating evidence	0	[]
MATCH	99.0	Voltas Air Cooler Epicool 90	Voltas Desert Air Cooler Epicool 90	MRP 19890 / 13390	4810373	1200x1200	voltas-desert-air-cooler-epicool-90	model=epicool90, name=epicool	98.0	[{"handle":"voltas-desert-air-cooler-epicool-90","title":"Voltas Desert Air Cooler Epicool 90","score":99,"reasons":["model=epicool90","name=epicool"]},{"handle":"4810229-voltas-air-cooler-mega-70","title":"Desert Air Cooler Mega 70","score":1,"reasons":[]},{"handle":"4810216-voltas-air-cooler-alfa-28","title":"Personal Air Cooler Alfa 28","score":1,"reasons":[]}]
MATCH	48.0	Voltas SAC 245 INV Vectra Plush	Voltas Split Air Conditioner, 2 Ton, 5 Star - 245INV Vectra Plush	MRP 90990 / 60000	4504069	1200x1200	voltas-split-air-conditioner-2-ton-5-star-245inv-vectra-plush	family=245inv, name=vectra+plush	38.0	[{"handle":"voltas-split-air-conditioner-2-ton-5-star-245inv-vectra-plush","title":"Voltas Split Air Conditioner, 2 Ton, 5 Star - 245INV Vectra Plush","score":48,"reasons":["family=245inv","name=vectra+plush"]},{"handle":"voltas-split-air-conditioner-1-ton-3-star-123inv-vectra-elegant","title":"Voltas Split Air Conditioner, 1 Ton, 3 Star - 123INV Vectra Elegant","score":10,"reasons":["name=vectra"]},{"handle":"voltas-split-air-conditioner-1-ton-3-star-123inv-vectra-emerald","title":"Voltas Split Air Conditioner, 1 Ton, 3 Star - 123INV Vectra Emerald","score":10,"reasons":["name=vectra"]}]
MATCH	56.0	Voltas 1.5T SAC 185 INV Venus Luxe	Voltas Split Air Conditioner, 1.5 Ton, 5 Star - 185INV Venus Luxe	MRP 80990 / 53000	4504068	1200x1200	voltas-split-air-conditioner-1-5-ton-5-star-185inv-venus-luxe	capacity-ton=1.5, family=185inv, name=venus+luxe	18.0	[{"handle":"voltas-split-air-conditioner-1-5-ton-5-star-185inv-venus-luxe","title":"Voltas Split Air Conditioner, 1.5 Ton, 5 Star - 185INV Venus Luxe","score":56,"reasons":["capacity-ton=1.5","family=185inv","name=venus+luxe"]},{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-venus-luxe","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Venus Luxe","score":38,"reasons":["capacity-ton=1.5","name=venus+luxe"]},{"handle":"voltas-split-air-conditioner-1-5-ton-5-star-185inv-vectra-elegant","title":"Voltas Split Air Conditioner, 1.5 Ton, 5 Star - 185INV Vectra Elegant","score":16,"reasons":["capacity-ton=1.5","family=185inv"]}]
MATCH	56.0	Voltas 1.5T SAC 183 INV Venus Luxe	Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Venus Luxe	MRP 67990 / 42000	4504076	1200x1200	voltas-split-air-conditioner-1-5-ton-3-star-183inv-venus-luxe	capacity-ton=1.5, family=183inv, name=venus+luxe	18.0	[{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-venus-luxe","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Venus Luxe","score":56,"reasons":["capacity-ton=1.5","family=183inv","name=venus+luxe"]},{"handle":"voltas-split-air-conditioner-1-5-ton-5-star-185inv-venus-luxe","title":"Voltas Split Air Conditioner, 1.5 Ton, 5 Star - 185INV Venus Luxe","score":38,"reasons":["capacity-ton=1.5","name=venus+luxe"]},{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vectra-zenith-silver","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vectra Zenith Silver","score":16,"reasons":["capacity-ton=1.5","family=183inv"]}]
WEAK	18.0	Voltas 1.5T WAC 185V Vertis Topaz	Voltas Window Air Conditioner, 1.5 Ton, 5 Star - 185INV Topaz	MRP 50990 / 41500	4011551	1200x1200	voltas-window-air-conditioner-1-5-ton-5-star-185inv-topaz	capacity-ton=1.5, name=topaz	20.0	[{"handle":"voltas-window-air-conditioner-1-5-ton-5-star-185inv-topaz","title":"Voltas Window Air Conditioner, 1.5 Ton, 5 Star - 185INV Topaz","score":18,"reasons":["capacity-ton=1.5","name=topaz"]},{"handle":"voltas-window-air-conditioner-1-5-ton-2-star-182fs-elite","title":"Voltas Window Air Conditioner, 1.5 Ton, 2 Star - 182FS Elite","score":-2,"reasons":["capacity-ton=1.5"]},{"handle":"voltas-window-air-conditioner-1-5-ton-2-star-182fs-pearl","title":"Voltas Window Air Conditioner, 1.5 Ton, 2 Star - 182FS Pearl","score":-2,"reasons":["capacity-ton=1.5"]}]
WEAK	21.0	Voltas Air Cooler Frost Air 45	Voltas Personal Air Cooler FROST AIR 45	MRP 11990 / 8290	4810442	2500x2500	voltas-personal-air-cooler-frost-air-45	name=frost	0.0	[{"handle":"voltas-personal-air-cooler-frost-air-45","title":"Voltas Personal Air Cooler FROST AIR 45","score":21,"reasons":["name=frost"]},{"handle":"voltas-personal-air-cooler-frost-air-45-copy","title":"Voltas Personal Air Cooler FROST AIR 60","score":21,"reasons":["name=frost"]},{"handle":"4810229-voltas-air-cooler-mega-70","title":"Desert Air Cooler Mega 70","score":1,"reasons":[]}]
MATCH	99.0	Voltas Air Cooler Epicool 70	Voltas Desert Air Cooler Epicool 70	MRP 18690 / 12590	4810372	1200x1200	voltas-desert-air-cooler-epicool-70	model=epicool70, name=epicool	98.0	[{"handle":"voltas-desert-air-cooler-epicool-70","title":"Voltas Desert Air Cooler Epicool 70","score":99,"reasons":["model=epicool70","name=epicool"]},{"handle":"4810229-voltas-air-cooler-mega-70","title":"Desert Air Cooler Mega 70","score":1,"reasons":[]},{"handle":"4810216-voltas-air-cooler-alfa-28","title":"Personal Air Cooler Alfa 28","score":1,"reasons":[]}]
NONE	0	WTT85UAA/WNSSWH5PTD						no discriminating evidence	0	[]
NONE	0	Voltas Air Cooler SLIMM 55T						no discriminating evidence	0	[]
NONE	0	VOLTAS AIR COOLER THUNDER 110						no discriminating evidence	0	[]
NONE	0	VOLTAS WATER HEATER AQUA PRO 105 VPBGY						no discriminating evidence	0	[]
WEAK	21.0	VOLTAS WATER HEATER INSTA PLUS 3IPBOX	Voltas Insta Hot ISI marked Water Heater - 5L (3000 W)	MRP 10990 / 3699	4610042	800x800	voltas-insta-hot-isi-marked-water-heater-5l-3000-w	name=insta	0.0	[{"handle":"voltas-insta-hot-isi-marked-water-heater-5l-3000-w","title":"Voltas Insta Hot ISI marked Water Heater - 5L (3000 W)","score":21,"reasons":["name=insta"]},{"handle":"voltas-insta-plus-isi-marked-water-heater-3l-3000-w","title":"Voltas Insta Plus ISI marked Water Heater - 3L (3000 W)","score":21,"reasons":["name=insta"]},{"handle":"voltas-insta-plus-isi-marked-water-heater-5l-3000-w","title":"Voltas Insta Plus ISI marked Water Heater - 5L (3000 W)","score":21,"reasons":["name=insta"]}]
NONE	0	Voltas WD Minimagic Pure R						no discriminating evidence	0	[]
WEAK	18.0	Voltas 1.5T SAC 183V Vectra Pristine-1	Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vectra Zenith Silver	MRP 60990 / 35000	4504054	1200x1200	voltas-split-air-conditioner-1-5-ton-3-star-183inv-vectra-zenith-silver	capacity-ton=1.5, name=vectra	0.0	[{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vectra-zenith-silver","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vectra Zenith Silver","score":18,"reasons":["capacity-ton=1.5","name=vectra"]},{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183invhc-vectra-zenith","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INVHC Vectra Zenith","score":18,"reasons":["capacity-ton=1.5","name=vectra"]},{"handle":"voltas-split-air-conditioner-1-5-ton-5-star-185inv-vectra-elegant","title":"Voltas Split Air Conditioner, 1.5 Ton, 5 Star - 185INV Vectra Elegant","score":18,"reasons":["capacity-ton=1.5","name=vectra"]}]
MATCH	88.0	Voltas Air Cooler Jetmax 70T/DLXS	Voltas Desert Air Cooler JetMax 70T	MRP 19790 / 13290	4810352	1200x1200	voltas-desert-air-cooler-jetmax-70t	model=jetmax70t, name=jetmax	98.0	[{"handle":"voltas-desert-air-cooler-jetmax-70t","title":"Voltas Desert Air Cooler JetMax 70T","score":88,"reasons":["model=jetmax70t","name=jetmax"]},{"handle":"4810229-voltas-air-cooler-mega-70","title":"Desert Air Cooler Mega 70","score":-10,"reasons":[]},{"handle":"4810216-voltas-air-cooler-alfa-28","title":"Personal Air Cooler Alfa 28","score":-10,"reasons":[]}]
NONE	0	RDC220B / 3S0PFE0M0000GD (3 STAR)						no discriminating evidence	0	[]
WEAK	21.0	VOLTAS WATER HEATER MAGNA 105SPBWT	Voltas Magna PRO 5 Star Water Heater - 10L (2000 W)	MRP 17590 / 8250	4610039	1500x1500	voltas-magna-pro-5-star-water-heater-10l-2000-w	name=magna	0.0	[{"handle":"voltas-magna-pro-5-star-water-heater-10l-2000-w","title":"Voltas Magna PRO 5 Star Water Heater - 10L (2000 W)","score":21,"reasons":["name=magna"]},{"handle":"voltas-magna-pro-5-star-water-heater-15l-2000-w","title":"Voltas Magna PRO 5 Star Water Heater - 15L (2000 W)","score":21,"reasons":["name=magna"]},{"handle":"voltas-magna-pro-5-star-water-heater-25-l-2000-w","title":"Voltas Magna PRO 5 Star Water Heater - 25 L (2000 W)","score":21,"reasons":["name=magna"]}]
NONE	0	Luggage Bag						source unsupported	0	[]
NONE	0	RDC 220B / 3S0BAE0M0000GD (3 STAR)						model rdc220b != rdc215c	0	[]
NONE	0	Voltas Air Cooler Velocity 110						no discriminating evidence	0	[]
NONE	0	RDC 220B / 3S0WFE0M0000GD (3 STAR)						model rdc220b != rdc215c	0	[]
NONE	0	RDC245B / 3W0DWE0M000UGD (3STAR)						no discriminating evidence	0	[]
MATCH	65.0	Voltas 1.5T SAC 183 INV Vertis Zephyr Gold	Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis Zephyr Gold	MRP 64990 / 36500	4504085	1500x1500	voltas-split-air-conditioner-1-5-ton-3-star-183inv-vertis-zephyr-gold	capacity-ton=1.5, family=183inv, name=vertis+zephyr+gold	20.0	[{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vertis-zephyr-gold","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis Zephyr Gold","score":65,"reasons":["capacity-ton=1.5","family=183inv","name=vertis+zephyr+gold"]},{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vertis-ai-zest-gold","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis AI Zest Gold","score":45,"reasons":["capacity-ton=1.5","family=183inv","name=vertis+gold"]},{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vertis-zen-gold","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis Zen Gold","score":45,"reasons":["capacity-ton=1.5","family=183inv","name=vertis+gold"]}]
WEAK	18.0	Voltas 1.5T SAC 185V Vertis Emerald	Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis AI Zest Gold	MRP 66990 / 38000	4504075	1200x1200	voltas-split-air-conditioner-1-5-ton-3-star-183inv-vertis-ai-zest-gold	capacity-ton=1.5, name=vertis	0.0	[{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vertis-ai-zest-gold","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis AI Zest Gold","score":18,"reasons":["capacity-ton=1.5","name=vertis"]},{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vertis-zen-gold","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis Zen Gold","score":18,"reasons":["capacity-ton=1.5","name=vertis"]},{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vertis-zenith-gold","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis Zenith Gold","score":18,"reasons":["capacity-ton=1.5","name=vertis"]}]
WEAK	18.0	Voltas 1.5T SAC EU 185V Vertis Magnum	Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis AI Zest Gold	MRP 66990 / 38000	4504075	1200x1200	voltas-split-air-conditioner-1-5-ton-3-star-183inv-vertis-ai-zest-gold	capacity-ton=1.5, name=vertis	0.0	[{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vertis-ai-zest-gold","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis AI Zest Gold","score":18,"reasons":["capacity-ton=1.5","name=vertis"]},{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vertis-zen-gold","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis Zen Gold","score":18,"reasons":["capacity-ton=1.5","name=vertis"]},{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vertis-zenith-gold","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis Zenith Gold","score":18,"reasons":["capacity-ton=1.5","name=vertis"]}]
MATCH	99.0	Voltas Air Cooler JetMax 54	Voltas Desert Air Cooler JetMax 54	MRP 16290 / 11090	4810347	1080x1081	4810231-voltas-air-cooler-jetmax-54	model=jetmax54, name=jetmax	98.0	[{"handle":"4810231-voltas-air-cooler-jetmax-54","title":"Voltas Desert Air Cooler JetMax 54","score":99,"reasons":["model=jetmax54","name=jetmax"]},{"handle":"4810229-voltas-air-cooler-mega-70","title":"Desert Air Cooler Mega 70","score":1,"reasons":[]},{"handle":"4810216-voltas-air-cooler-alfa-28","title":"Personal Air Cooler Alfa 28","score":1,"reasons":[]}]
NONE	0	Voltas Air Cooler Virat 135						no discriminating evidence	0	[]
WEAK	88.0	VOLTAS VC GT 450 SD P METALLIC GRY	Voltas Visi Cooler (VC450)	MRP 77500 / 51950	5410829	1200x1200	voltas-visi-cooler-450-litres-single-door-1	model=gt450, name=metallic	0.0	[{"handle":"voltas-visi-cooler-450-litres-single-door-1","title":"Voltas Visi Cooler (VC450)","score":88,"reasons":["model=gt450","name=metallic"]},{"handle":"voltas-visi-cooler-450-litres-single-door","title":"Voltas Visi Cooler 450 Litres Single Door","score":88,"reasons":["model=gt450","name=metallic"]},{"handle":"protection-plan-1-year-for-split-air-conditioner","title":"Protection Plan 1 Year - For Split Inverter Air Conditioner","score":-22,"reasons":[]}]
NONE	0	RDC220B / W0FWE0M000UGD (4STAR)						no discriminating evidence	0	[]
WEAK	99.0	VICTOR 55	Voltas Desert Air Cooler Victor 55	MRP 15090 / 10390	4810341	1080x1081	4810225-voltas-air-cooler-victor-55	model=victor55, name=victor	0.0	[{"handle":"4810225-voltas-air-cooler-victor-55","title":"Voltas Desert Air Cooler Victor 55","score":99,"reasons":["model=victor55","name=victor"]},{"handle":"voltas-victor-55-dx","title":"Voltas Victor 55 DX","score":99,"reasons":["model=victor55","name=victor"]},{"handle":"4810229-voltas-air-cooler-mega-70","title":"Desert Air Cooler Mega 70","score":1,"reasons":[]}]
NONE	0	AIR COOLER TITAN 15LTR						capacity-litre 15 != 70	0	[]
NONE	0	Voltas Air Cooler WINDSOR 85 T						no discriminating evidence	0	[]
MATCH	99.0	Voltas Air Cooler Epicool 54	Voltas Desert Air Cooler Epicool 54	MRP 16990 / 11490	4810371	1200x1200	voltas-desert-air-cooler-epicool-54	model=epicool54, name=epicool	98.0	[{"handle":"voltas-desert-air-cooler-epicool-54","title":"Voltas Desert Air Cooler Epicool 54","score":99,"reasons":["model=epicool54","name=epicool"]},{"handle":"4810229-voltas-air-cooler-mega-70","title":"Desert Air Cooler Mega 70","score":1,"reasons":[]},{"handle":"4810216-voltas-air-cooler-alfa-28","title":"Personal Air Cooler Alfa 28","score":1,"reasons":[]}]
MATCH	108.0	VOLTAS VC GT 320 SD P METALLIC FGLS	Voltas Visi Cooler (VC320)	MRP 57500 / 38550	5410921	1200x1200	voltas-visi-cooler-320-litres-single-door	model=gt320, name=metallic+fgls	130.0	[{"handle":"voltas-visi-cooler-320-litres-single-door","title":"Voltas Visi Cooler (VC320)","score":108,"reasons":["model=gt320","name=metallic+fgls"]},{"handle":"protection-plan-1-year-for-split-air-conditioner","title":"Protection Plan 1 Year - For Split Inverter Air Conditioner","score":-22,"reasons":[]},{"handle":"protection-plan-1-year-for-window-air-conditioner","title":"Protection Plan 1 Year - For Window Non-Inverter Air Conditioner","score":-22,"reasons":[]}]
NONE	0	VOLTAS WATER HEATER LINEA 155 HPBGY						no discriminating evidence	0	[]
NONE	0	RDC220B / W0BWE0MH000GD (4STAR HARVEST)						model rdc220b != rdc215b	0	[]
MATCH	116.0	Voltas 1.5T SAC 183 INV HC Vectra Zenith	Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INVHC Vectra Zenith	MRP 71990 / 41000	4504073	1200x1200	voltas-split-air-conditioner-1-5-ton-3-star-183invhc-vectra-zenith	capacity-ton=1.5, model=183invhc, name=vectra+zenith	60.0	[{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183invhc-vectra-zenith","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INVHC Vectra Zenith","score":116,"reasons":["capacity-ton=1.5","model=183invhc","name=vectra+zenith"]},{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vectra-zenith-silver","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vectra Zenith Silver","score":56,"reasons":["capacity-ton=1.5","family=183inv","name=vectra+zenith"]},{"handle":"voltas-split-air-conditioner-1-5-ton-3-star-183inv-vertis-zenith-gold","title":"Voltas Split Air Conditioner, 1.5 Ton, 3 Star - 183INV Vertis Zenith Gold","score":36,"reasons":["capacity-ton=1.5","family=183inv","name=zenith"]}]
